store_name,address,sido,gugun,win1,latest_round,latest_date
오태NG24시복권방,경북 구미시 인동가산로 25 1층 아디다스상설매장,경북,구미시,1,518,2012-11-03
역삼역 로또,서울 강남구 역삼동 718 범진빌딩 1층,서울,강남구,1,517,2012-10-27
킹마트,충남 천안시 서북구 쌍용동 1060,충남,천안시,1,517,2012-10-27
노다지로또판매점,부산 영도구 남항동2가 248-7,부산,영도구,1,516,2012-10-20
대박복권방,울산 울주군 구영로 162 1층 102호,울산,울주군,1,516,2012-10-20
씨스페이스 중동점,경기 부천시 원미구 중동 1152상록쎈트럴 109호,경기,부천시,1,516,2012-10-20
운수대통,경기 시흥시 시흥대로1073번길 5 101호,경기,시흥시,1,514,2012-10-06
매표소,충남 천안시 서북구 부송로 191 창대정밀 1동,충남,천안시,1,514,2012-10-06
희망복권방,강원 홍천군 홍천로 409 1층,강원,홍천군,1,513,2012-09-29
복사문구,서울 강동구 양재대로 1549,서울,강동구,1,512,2012-09-22
미니슈퍼,부산 부산진구 가야대로 643,부산,부산진구,1,512,2012-09-22
GS25(대전전민),대전 유성구 전민동 464-1분산상가C동101 102,대전,유성구,1,512,2012-09-22
새서울슈퍼,경기 남양주시 사릉로34번길 24 1층 7호,경기,남양주시,1,512,2012-09-22
현대로또,경기 성남시 중원구 금상로 32-1,경기,성남시,1,512,2012-09-22
행운을드리는복권방,경기 안산시 상록구 본오로 98,경기,안산시,1,512,2012-09-22
노다지복권방,경기 파주시 술이홀로 906,경기,파주시,1,512,2012-09-22
드림마트복권방,경북 구미시 비산동 359-7(드림마트내일부),경북,구미시,1,512,2012-09-22
제이마트,서울 서초구 반포동 19-3번지센트럴씨티125호,서울,서초구,1,511,2012-09-15
대우로또복권방,인천 부평구 청천동 180-4대우프라자113,인천,부평구,1,511,2012-09-15
에이스상사,부산 연제구 연수로 224 1층,부산,연제구,1,510,2012-09-08
삼성게임프라자,서울 서대문구 북아현로 34-3,서울,서대문구,1,509,2012-09-01
리치복권방,"부산 수영구 연수로 269 1층 5호,6호(망미동)",부산,수영구,1,509,2012-09-01
목동행운복권방,"대전 중구 동서대로 1399,(목동)",대전,중구,1,509,2012-09-01
모퉁이슈퍼,경북 안동시 서동문로 102,경북,안동시,1,509,2012-09-01
복권＠나라,인천 부평구 평천로 102-1 1층,인천,부평구,1,508,2012-08-25
훼미리마트두암현대점,광주 북구 두암동 880-17,광주,북구,1,508,2012-08-25
-,경기 의정부시 신곡동 519-19,경기,의정부시,1,508,2012-08-25
행복만들기,서울 관악구 신사로10길 6,서울,관악구,1,507,2012-08-18
로또나라,전남 광양시 중마중앙로 126 1층,전남,광양시,1,507,2012-08-18
매향슈퍼,경기 수원시 팔달구 창룡대로 42-1,경기,수원시,1,506,2012-08-11
구청앞로또명당,서울 강북구 수유3동 191-58,서울,강북구,1,505,2012-08-04
하늘과바다,인천 부평구 부개동 67-9,인천,부평구,1,505,2012-08-04
군자로또점,서울 광진구 능동로 295,서울,광진구,1,504,2012-07-28
로또판매점,서울 성북구 하월곡동 70-150,서울,성북구,1,504,2012-07-28
엔타임편의점(대승복권),부산 해운대구 좌동 1479-3 세종월드프라자 137,부산,해운대구,1,504,2012-07-28
복권마트,경기 부천시 소사로 253 1층,경기,부천시,1,504,2012-07-28
NG24시편의점,경북 구미시 수출대로 555,경북,구미시,1,504,2012-07-28
수성그린마트,경남 창원시 진해구 경화시장로 34 26호 10호,경남,창원시,1,504,2012-07-28
노다지복권방],"서울 노원구 상계로 78,(상계동)",서울,노원구,1,503,2012-07-21
안락점로또판매,부산 동래구 안락동 471-6,부산,동래구,1,503,2012-07-21
노다지복권방,부산 사상구 괘법동 533서부시외버스터미널1층,부산,사상구,1,503,2012-07-21
복권명당,대구 동구 효신로 23,대구,동구,1,503,2012-07-21
로또복권,서울 양천구 신월3동 205-44훼미리마트,서울,양천구,1,502,2012-07-14
로또판매소,"강원 철원군 동송읍 이평로 65,(이평리)",강원,철원군,1,502,2012-07-14
GS25(대전테크노점),대전 유성구 관평동 833,대전,유성구,1,501,2012-07-07
만복상회,경남 창원시 마산회원구 합성옛길 152,경남,창원시,1,501,2012-07-07
훼미리마트송도프라자,인천 연수구 송도동 2-6송도프라자108호,인천,연수구,1,500,2012-06-30
로또명당옥천점,충북 옥천군 옥천읍 매화리 236-16,충북,옥천군,1,500,2012-06-30
대부복권방,인천 중구 운서동 2794-2가나베스트텔101,인천,중구,1,499,2012-06-23
훼미리마트(소피텔점),서울 중구 묵정동 18-9,서울,중구,1,498,2012-06-16
농심로또,부산 부산진구 부전동 417-7,부산,부산진구,1,497,2012-06-09
현대화체인점,경기 수원시 장안구 장안로 99-1 1층,경기,수원시,1,497,2012-06-09
속초복권샵,강원 속초시 수복로 135-1 1층,강원,속초시,1,497,2012-06-09
로또복권,대구 수성구 범어동 774-84,대구,수성구,1,495,2012-05-26
씨스페이스(중앙제일점),부산 중구 동광동3가 17-2,부산,중구,1,494,2012-05-19
e모든복권방,인천 계양구 효성동 25-6,인천,계양구,1,494,2012-05-19
화봉행운복권방,울산 북구 연암동 417-1 1층코너,울산,북구,1,494,2012-05-19
행운방,경기 용인시 기흥구 보정동 1208-4 엔림프라자101호,경기,용인시,1,494,2012-05-19
보광문구사,경기 파주시 문향로 78-1 1층,경기,파주시,1,494,2012-05-19
바이더웨이삼척삼원점,강원 삼척시 중앙로 185 용비타워 세븐일레븐삼척삼원점,강원,삼척시,1,494,2012-05-19
행운복권방,경기 수원시 권선구 탑동로 2 영보석,경기,수원시,1,493,2012-05-12
로또복권,강원 원주시 단구동 1512-1리더스타워106호,강원,원주시,1,493,2012-05-12
명당복권방,전남 영암군 삼호읍 용앙리 213-6,전남,영암군,1,493,2012-05-12
태봉,경기 부천시 소사로 182,경기,부천시,1,492,2012-05-05
화천복권방,강원 화천군 화천읍 하리 43-28,강원,화천군,1,492,2012-05-05
복권천국,전남 무안군 무안읍 무안로 506 복권천국,전남,무안군,1,492,2012-05-05
웃는사람들해도점,경북 포항시 남구 해동로 62,경북,포항시,1,491,2012-04-28
광림마트,서울 강남구 도곡로 213,서울,강남구,1,490,2012-04-21
로또복권델리25옥동점,경북 안동시 옥동 734테마프라자A-161,경북,안동시,1,489,2012-04-14
부자나라,인천 계양구 효서로112번길 3-1,인천,계양구,1,488,2012-04-07
씨스페이스(범물청구점),대구 수성구 범물동 1277-11,대구,수성구,1,487,2012-03-31
씨엔복권방,울산 북구 연암동 374-1번지 1층CN마트,울산,북구,1,487,2012-03-31
다사복권방,대구 달성군 옥포면 간경리 848번지,대구,달성군,1,486,2012-03-24
컬투패밀리중동점,경기 성남시 중원구 중동 2009-1번지,경기,성남시,1,486,2012-03-24
SK뷰 할인마트,경기 의정부시 가능동 656-1외1필지단지내상가101호,경기,의정부시,1,486,2012-03-24
복권나라,강원 삼척시 도계읍 도계리 393-1,강원,삼척시,1,486,2012-03-24
엔조이로또,경북 포항시 남구 문덕로 3 1층 폰공장 내,경북,포항시,1,486,2012-03-24
늘봄꽃난식물원,경남 진주시 솔밭로 80,경남,진주시,1,486,2012-03-24
행운로또복권방,경남 창원시 마산합포구 합포로 41-1 옥원묵화학원 1층,경남,창원시,1,486,2012-03-24
오복복권방,서울 용산구 이태원동 225-60,서울,용산구,1,485,2012-03-17
금강로또,전남 목포시 용당로 151 금강서점,전남,목포시,1,485,2012-03-17
훼미리마트(옥산사랑점),경북 경산시 옥산동 742-7,경북,경산시,1,485,2012-03-17
복권방,경남 창원시 마산합포구 3·15대로 391-1,경남,창원시,1,485,2012-03-17
할인마트부흥점,서울 중랑구 면목2동 142-43,서울,중랑구,1,484,2012-03-10
버스가두판매점,경기 수원시 영통구 영통동 955-1,경기,수원시,1,484,2012-03-10
덕성식품,서울 동작구 신대방동 348-3,서울,동작구,1,482,2012-02-25
복권방,경기 양주시 광적면 가납리 742-11,경기,양주시,1,482,2012-02-25
모현복권방및매표매점,경기 용인시 처인구 백옥대로 2383,경기,용인시,1,482,2012-02-25
행복복권방,부산 사상구 주례동 183-5훼미리마트내,부산,사상구,1,481,2012-02-18
서재복권방,대구 달성군 다사읍 대실역남로 8 102호,대구,달성군,1,481,2012-02-18
복권명당,대구 서구 국채보상로 419,대구,서구,1,481,2012-02-18
GS25(성북장위),서울 성북구 장위동 66-9청아빌딩1층,서울,성북구,1,480,2012-02-11
복권명당,경기 광명시 광명동 51-1,경기,광명시,1,479,2012-02-04
아트라인,서울 동대문구 장안2동 295-5화성빌딩104호,서울,동대문구,1,478,2012-01-28
GS25(당산역),서울 영등포구 당산동6가 338-1,서울,영등포구,1,478,2012-01-28
GS-25,부산 남구 용호로 34 일신프리빌리지 상가동 103호,부산,남구,1,478,2012-01-28
세화매일유통,울산 남구 야음동 815-11,울산,남구,1,478,2012-01-28
돼지네슈퍼,경기 부천시 소사구 소사본동 233-30,경기,부천시,1,478,2012-01-28
NJOY로또텔레콤,경북 포항시 남구 상공로 42,경북,포항시,1,478,2012-01-28
로또담배,서울 관악구 난곡로 82,서울,관악구,1,477,2012-01-21
이타임(e-time)읍내점,대구 북구 칠곡중앙대로 181,대구,북구,1,477,2012-01-21
샘내로또판매,경기 양주시 산북동 337-2,경기,양주시,1,477,2012-01-21
왕대박복권방,대구 북구 태전로 27-1,대구,북구,1,476,2012-01-14
역전광장상회,경기 파주시 금촌1동 329-19,경기,파주시,1,476,2012-01-14
신정복권,서울 양천구 신목로 70-1 신통빌딩 1층,서울,양천구,1,475,2012-01-07
로또복권방,부산 사하구 낙동대로535번길 70,부산,사하구,1,475,2012-01-07
365복권잔치,경기 군포시 고산로 166 SK벤티움 sk 벤티움 101동 217호,경기,군포시,1,475,2012-01-07
인더라인북가좌점,서울 서대문구 응암로 42 1층101호,서울,서대문구,1,474,2011-12-31
로또복권(세종식품),서울 중구 충무로2가 62-8,서울,중구,1,474,2011-12-31
정발산복권전문점,경기 고양시 일산동구 정발산동 1204일성종합상가104호,경기,고양시,1,474,2011-12-31
럭키뱅크복권방,충북 청주시 서원구 청남로 2092-1,충북,청주시,1,474,2011-12-31
새롬,경남 창원시 마산합포구 수산1길 181 새롬미리내아파트 새롬미리내상가113호,경남,창원시,1,474,2011-12-31
조은생각,부산 사상구 운산로 74-1,부산,사상구,1,473,2011-12-24
바이더웨이편의점,부산 중구 남포동5가 11-4,부산,중구,1,472,2011-12-17
가인안경,대구 동구 아양로50길 82,대구,동구,1,472,2011-12-17
두배로마트덕이점,경기 고양시 덕양구 원흥1로 56,경기,고양시,1,472,2011-12-17
청수마트,서울 서초구 강남대로10길 36,서울,서초구,1,471,2011-12-10
포커스봉명점,충북 청주시 흥덕구 직지대로 570-1,충북,청주시,1,471,2011-12-10
세종로또복권방,충남 연기군 금남면 용포리 88-17,충남,연기군,1,471,2011-12-10
GS25시오광장점,경북 포항시 북구 새천년대로 1063 1층 102호(창포동),경북,포항시,1,471,2011-12-10
대학사로또복권,경남 창원시 성산구 상남동 10-5피아노빌딩101호(패밀리마트內),경남,창원시,1,470,2011-12-03
천하명당,서울 관악구 난우길 18 1층,서울,관악구,1,469,2011-11-26
GS25구로상지,서울 구로구 부일로15길 29,서울,구로구,1,469,2011-11-26
국민은행앞가판점,서울 중구 남대문로 84,서울,중구,1,469,2011-11-26
복권전문점,경북 구미시 선산읍 완전리 11-3,경북,구미시,1,469,2011-11-26
티켓나라노원점,서울 노원구 상계동 335정암빌딩1층104호,서울,노원구,1,468,2011-11-19
토큰박스,대구 서구 달서로 42,대구,서구,1,468,2011-11-19
로또입장점,충남 천안시 서북구 입장면 하장리 45-22,충남,천안시,1,468,2011-11-19
훼미리마트(두호점),경북 포항시 북구 두호동 1034-13,경북,포항시,1,468,2011-11-19
훼미리마트(진해제일점),경남 창원시 진해구 덕산로46번길 2 동부회센타 1층 102~105호,경남,창원시,1,468,2011-11-19
-,부산 사하구 장림1동 1080,부산,사하구,1,467,2011-11-12
GS25(동구신서),대구 동구 신서동 530-4,대구,동구,1,467,2011-11-12
주경슈퍼,인천 부평구 경인로 1063,인천,부평구,1,467,2011-11-12
안면로또점,충남 태안군 안면읍 승언리 1147,충남,태안군,1,467,2011-11-12
하이로또복권방,서울 양천구 신정동 1182-2,서울,양천구,1,466,2011-11-05
보물섬,전남 목포시 산정로 268-3 근화상가 110호,전남,목포시,1,466,2011-11-05
그린하이퍼,경기 시흥시 월곶동 1006-3유호플러스빌123호,경기,시흥시,1,465,2011-10-29
복권전문점,경기 시흥시 정왕동 1625-6105훼미리마트내,경기,시흥시,1,465,2011-10-29
포유25다농점,경기 오산시 오산동 924-1거성그린프라자114,경기,오산시,1,465,2011-10-29
세븐,제주 제주시 동광로 142,제주,제주시,1,465,2011-10-29
로또판매점,서울 마포구 방울내로 78,서울,마포구,1,464,2011-10-22
복권명당,대구 동구 안심로73길 23 1층 세븐일레븐,대구,동구,1,464,2011-10-22
대박이네,울산 중구 구교로 163,울산,중구,1,464,2011-10-22
로또복권방,울산 중구 성남동 172-14,울산,중구,1,464,2011-10-22
신암편의점,부산 금정구 중앙대로 2002 복권판매점,부산,금정구,1,462,2011-10-08
베스트올원당1호점,인천 서구 원당동 원당지구71블럭골든벨프라자102,인천,서구,1,462,2011-10-08
행운마트,광주 북구 임방울대로 1059 1층 101호,광주,북구,1,462,2011-10-08
로또복권방,경기 고양시 일산동구 장항동 749코오롱레이크폴리스2A-101,경기,고양시,1,462,2011-10-08
GS25(분당매화),경기 성남시 분당구 야탑동 275-4성원프라자103 104,경기,성남시,1,462,2011-10-08
해피데이,강원 춘천시 행촌로 11 한진아파트 한성아파트상가102호,강원,춘천시,1,462,2011-10-08
미니스톱 합정역점,서울 마포구 합정동 373-17호,서울,마포구,1,461,2011-10-01
대박복권방,서울 성북구 동소문로 86-21,서울,성북구,1,461,2011-10-01
다산종합관리,대구 동구 동촌로 336,대구,동구,1,461,2011-10-01
논산복권방,충남 논산시 계백로 1016,충남,논산시,1,461,2011-10-01
우리별텔레콤(SK백석점),충남 천안시 서북구 백석로 116 상가101호,충남,천안시,1,461,2011-10-01
현대슈퍼,서울 강남구 개포로 508 107호 소망빌딩,서울,강남구,1,459,2011-09-17
산본전기,경기 군포시 번영로 514 현대프라자 현대프라자105호,경기,군포시,1,459,2011-09-17
로또랜드,경기 시흥시 정왕동 1189-11,경기,시흥시,1,459,2011-09-17
세경로또방,경기 안양시 동안구 달안로 112 한가람세경아파트 1층 복권방,경기,안양시,1,459,2011-09-17
위드미로또판매점,서울 강남구 봉은사로74길 13 101호,서울,강남구,1,458,2011-09-10
훼미리마트대전반석역점,대전 유성구 반석로 10 반석역프라자,대전,유성구,1,458,2011-09-10
굿데이복권방,전남 목포시 백년대로337번길 20 CU편의점,전남,목포시,1,458,2011-09-10
행운로또,전남 여수시 상암로 627-1 상암초 부근,전남,여수시,1,458,2011-09-10
슈퍼전자,서울 강북구 솔샘로 254 삼양빌딩1층14호,서울,강북구,1,457,2011-09-03
인천주안점로또판매,인천 남구 주안동 1450,인천,남구,1,457,2011-09-03
작은신부,충남 서산시 대산읍 대산리 133-31,충남,서산시,1,457,2011-09-03
후레쉬마트,서울 강동구 천호대로 1476,서울,강동구,1,456,2011-08-27
교통카드판매소,서울 송파구 송파대로 366 일신여상앞가판,서울,송파구,1,456,2011-08-27
GS25(청룡),부산 금정구 청룡동 633-21,부산,금정구,1,456,2011-08-27
썬마트(충주연안점),충북 충주시 연원로 27-3,충북,충주시,1,456,2011-08-27
갈현토큰,서울 은평구 통일로 905,서울,은평구,1,455,2011-08-20
로또복권,부산 사하구 다대동 308-2일영빌딩A-201호,부산,사하구,1,455,2011-08-20
복권명당(노원점),대구 북구 노원동1가 30-1,대구,북구,1,455,2011-08-20
로또,서울 금천구 독산동 888-141층,서울,금천구,1,454,2011-08-13
훼미리마트노원영성점,대구 북구 노원동3가 58-46,대구,북구,1,454,2011-08-13
훼미리마트(자양태성점),서울 광진구 자양동 553-489101 102호 792,서울,광진구,1,453,2011-08-06
우리들중구청점,울산 중구 복산동 191-6,울산,중구,1,453,2011-08-06
공공일안경원,서울 강동구 명일동 334-2,서울,강동구,1,452,2011-07-30
아이티텔랜드,서울 노원구 상계동 7491층,서울,노원구,1,452,2011-07-30
환타지아복권방,제주 제주시 번영로 532,제주,제주시,1,452,2011-07-30
행복복권방,울산 남구 옥동 156-4,울산,남구,1,451,2011-07-23
로또슈퍼,경기 안산시 상록구 광덕1로 326 102호,경기,안산시,1,451,2011-07-23
복권명당도량2호점,경북 구미시 문장로8길 1,경북,구미시,1,451,2011-07-23
천하명당,경기 안산시 상록구 충장로 590,경기,안산시,1,450,2011-07-16
아름다운방,경기 의정부시 금오동 473-1플래티넘프라자1층107,경기,의정부시,1,450,2011-07-16
무진장로또,제주 제주시 일도2동 1047-4,제주,제주시,1,450,2011-07-16
GS25(대전원내),대전 유성구 원내동 343-11,대전,유성구,1,448,2011-07-02
훼미리마트(망우점),서울 중랑구 망우동 470-10,서울,중랑구,1,446,2011-06-18
은경슈퍼,부산 사하구 다대동 920-7,부산,사하구,1,445,2011-06-11
GS25(대전대림),대전 유성구 궁동 405-11,대전,유성구,1,445,2011-06-11
행운가판점,서울 용산구 한강대로 80,서울,용산구,1,443,2011-05-28
1등복권방,울산 울주군 언양읍 남부리 126-1언양편의점,울산,울주군,1,443,2011-05-28
보광훼미리마트수내트라펠리스,"경기 성남시 분당구 황새울로 234 102호 (수내동, 분당트라팰리스)",경기,성남시,1,443,2011-05-28
GS25(광복),부산 중구 동광동2가 7-2,부산,중구,1,442,2011-05-21
도깨비복권방,인천 계양구 봉오대로 677,인천,계양구,1,442,2011-05-21
GS25(하이비젼),인천 남동구 구월동 1141-7하이비젼빌딩101,인천,남동구,1,442,2011-05-21
미래복권닷컴,경기 성남시 분당구 장안로25번길 28 건영아파트상가114호,경기,성남시,1,442,2011-05-21
반딧불로또,전북 무주군 무주읍 읍내리 249-4,전북,무주군,1,442,2011-05-21
복권왕국,인천 동구 화평동 449-2,인천,동구,1,441,2011-05-14
로또복권대박,경북 상주시 상산로 338,경북,상주시,1,441,2011-05-14
5분미니식품,서울 강남구 논현동 213-2,서울,강남구,1,440,2011-05-07
1등복권방,서울 관악구 남부순환로 1545,서울,관악구,1,440,2011-05-07
상남로또방,경남 밀양시 상남면 상남로 1147,경남,밀양시,1,440,2011-05-07
로또25시,부산 사하구 하단2동 525-3,부산,사하구,1,439,2011-04-30
우리들초이스점,울산 남구 삼산동 215-12 1층,울산,남구,1,439,2011-04-30
상우상사,경남 통영시 중앙동 54-21,경남,통영시,1,439,2011-04-30
GS25(가양2),서울 강서구 가양동 14612단지상가1층106호,서울,강서구,1,438,2011-04-23
J-마트,서울 서초구 반포동 19-3센트럴시티1층125,서울,서초구,1,438,2011-04-23
행운복권방,경기 화성시 우정읍 조암리 290-12 13,경기,화성시,1,438,2011-04-23
GM24(신평점),경북 구미시 신평동 96-6 1층,경북,구미시,1,438,2011-04-23
드림마트,인천 미추홀구 인하로 211,인천,미추홀구,1,437,2011-04-16
로또판매,전남 영광군 영광읍 남천리 324-10,전남,영광군,1,437,2011-04-16
로또판매,경북 경산시 경안로 145,경북,경산시,1,436,2011-04-09
나라시스컴,서울 영등포구 영등포동5가 18-58영신상가1호,서울,영등포구,1,435,2011-04-02
복권천국,대전 대덕구 중리동 165-17,대전,대덕구,1,435,2011-04-02
로또온양온천점,충남 아산시 읍내동 212,충남,아산시,1,435,2011-04-02
봉명주유소 복권전문점,경북 문경시 마성면 남호리 152-2,경북,문경시,1,435,2011-04-02
우진슈퍼,"서울 영등포구 당산로 95 116호(당산동2가, 현대상가)",서울,영등포구,1,434,2011-03-26
노다지복권방,부산 금정구 금사로 75,부산,금정구,1,434,2011-03-26
행운마트,"대구 달서구 달구벌대로 1600,(감삼동)",대구,달서구,1,434,2011-03-26
복권가판대,서울 은평구 수색동 360,서울,은평구,1,433,2011-03-19
행복찾기복권방,서울 중랑구 면목동 102-18,서울,중랑구,1,433,2011-03-19
버블비어,광주 광산구 목련로273번길 88 운남주공아파트 상가108호,광주,광산구,1,433,2011-03-19
행운복권방,경기 수원시 권선구 오목천동 431-1로뎀프라자 105호,경기,수원시,1,433,2011-03-19
장미하이퍼마켓,경기 의왕시 장승길 2,경기,의왕시,1,433,2011-03-19
만구수산유통,부산 서구 남부민동 685현대타운1층86호,부산,서구,1,431,2011-03-05
GS25(천안신부),충남 천안시 동남구 신부동 765번지,충남,천안시,1,431,2011-03-05
천하명당복권방.텔레콤,경남 거제시 옥포성안로 60,경남,거제시,1,431,2011-03-05
천하명당복권방,경남 창원시 의창구 명서동 50-15,경남,창원시,1,431,2011-03-05
씨스페이스(상인점),대구 달서구 상인동 1552-4,대구,달서구,1,430,2011-02-26
백합문구,충남 천안시 서북구 직산읍 모시리237-11번지 공단할인마트내,충남,천안시,1,430,2011-02-26
혜성프라자,전북 익산시 함열중앙로 10,전북,익산시,1,430,2011-02-26
훼미리마트(포항오거리),경북 포항시 북구 죽도동 42-17,경북,포항시,1,430,2011-02-26
로또복권,제주 제주시 과원북2길 48,제주,제주시,1,430,2011-02-26
가판점,서울 구로구 경인로3길 지하 64,서울,구로구,1,429,2011-02-19
에이스마트,서울 서초구 서초동 1638-11,서울,서초구,1,429,2011-02-19
로또복권2공단점,충남 천안시 서북구 차암동 12-3,충남,천안시,1,429,2011-02-19
혜인상사,부산 사하구 괴정동 955-22포시즌편의점내,부산,사하구,1,428,2011-02-12
인생역전,대구 달서구 비슬로 2694,대구,달서구,1,428,2011-02-12
동양마트,"서울 노원구 상계로5길 12 상계동동양메이져아파트제상가동108호,109호",서울,노원구,1,427,2011-02-05
로또3공단,대구 북구 노원동3가 1038-3,대구,북구,1,426,2011-01-29
모닝할인마트(달동본점),울산 남구 두왕로78번길 5-2 태양체인물류센터 태양체인물류센타옆,울산,남구,1,426,2011-01-29
로또복권방,경기 파주시 새꽃로 120-2 1층,경기,파주시,1,426,2011-01-29
굿모닝,서울 마포구 대흥동 3-34,서울,마포구,1,424,2011-01-15
노다지복권방,광주 북구 각화동 503-27,광주,북구,1,424,2011-01-15
훼미리마트(환호희망점),경북 포항시 북구 환호동 510,경북,포항시,1,424,2011-01-15
대박,충북 청주시 상당구 용담동 398,충북,청주시,1,423,2011-01-08
-,서울 서초구 방배동 782-1,서울,서초구,1,422,2011-01-01
코만도,대전 대덕구 석봉로43번길 1,대전,대덕구,1,422,2011-01-01
우리들덕신점,울산 울주군 덕신로 273,울산,울주군,1,422,2011-01-01
복권세상,인천 계양구 작전시장로 11,인천,계양구,1,421,2010-12-25
까치(소식5),서울 도봉구 도봉로 733,서울,도봉구,1,420,2010-12-18
25시슈퍼,부산 사상구 백양대로 964,부산,사상구,1,420,2010-12-18
일등복권방,경기 의정부시 회룡로 138 대명빌딩 1층,경기,의정부시,1,420,2010-12-18
로또낚시,경남 하동군 섬진강대로 968 지리산빅마트 내,경남,하동군,1,420,2010-12-18
UBC복권방,울산 남구 봉월로 12,울산,남구,1,418,2010-12-04
다모아로또,경기 안산시 상록구 예술광장1로 54 오성빌딩,경기,안산시,1,418,2010-12-04
사랑슈퍼,전북 익산시 인북로 241-4,전북,익산시,1,418,2010-12-04
로또복권,서울 도봉구 도봉로113길 15,서울,도봉구,1,417,2010-11-27
벼락부자,"전남 목포시 섶나루길 122 상가 1,2,3호",전남,목포시,1,417,2010-11-27
로또복권판매,경기 안산시 상록구 사동 1570-7호박빌딩1층,경기,안산시,1,416,2010-11-20
양지서점,경북 김천시 평화길 152,경북,김천시,1,415,2010-11-13
훼미리마트(마산금강점),경남 창원시 마산합포구 중앙동3가 2-52금강펠릭스타워102,경남,창원시,1,415,2010-11-13
GS25(산본거성),경기 군포시 산본동 1139-3거성빌딩105 106,경기,군포시,1,413,2010-10-30
포시즌마트,대구 동구 안심로 448 이마트24,대구,동구,1,412,2010-10-23
행운복권방,인천 계양구 주부토로 530 103호,인천,계양구,1,412,2010-10-23
씨스페이스(대흥상아),대전 중구 대흥동 95-6,대전,중구,1,412,2010-10-23
소라복권방,경남 창원시 성산구 가음정동 391-10소라아파트상가 104호,경남,창원시,1,412,2010-10-23
행복자슈퍼,서울 서초구 강남대로30길 63,서울,서초구,1,411,2010-10-16
황금복권방,서울 중구 만리동2가 214 1층,서울,중구,1,411,2010-10-16
제일식품,서울 중랑구 상봉동 108,서울,중랑구,1,411,2010-10-16
복권방,부산 사하구 감천동 541-5,부산,사하구,1,411,2010-10-16
금산인삼엑스포,대전 대덕구 비래동 125-6,대전,대덕구,1,411,2010-10-16
연합복권,경남 김해시 함박로101번길 22 삼우빌딩104호 복권판매점,경남,김해시,1,411,2010-10-16
근대화슈퍼,부산 부산진구 개금동 53-2개금주공상가101,부산,부산진구,1,410,2010-10-09
한국타이어서산대리점,충남 서산시 예천동 502-5,충남,서산시,1,410,2010-10-09
토니모리 광양점,전남 광양시 공영로 90,전남,광양시,1,410,2010-10-09
부자랑복권방,"서울 중랑구 사가정로 359,(면목동)",서울,중랑구,1,408,2010-09-25
복권나라,광주 북구 서하로 117 101호 (매곡동),광주,북구,1,408,2010-09-25
로또,서울 강서구 가양동 1480-8102호,서울,강서구,1,407,2010-09-18
한삼인 홍제역점,서울 서대문구 통일로 457,서울,서대문구,1,407,2010-09-18
로또판매점(바이더웨이),부산 금정구 구서동 415-2,부산,금정구,1,407,2010-09-18
대명편의점,대구 서구 평리동 640-18,대구,서구,1,407,2010-09-18
로또복권방,경기 파주시 중앙로 263,경기,파주시,1,406,2010-09-11
복권방,경기 평택시 합정동 735-15,경기,평택시,1,406,2010-09-11
미스터로또,서울 강남구 강남대로94길 75 정일빌딩1층2호,서울,강남구,1,405,2010-09-04
바이더웨이 구리으뜸점,경기 구리시 체육관로 173,경기,구리시,1,404,2010-08-28
가판대,경기 성남시 수정구 산성대로 569 성창빌딩,경기,성남시,1,404,2010-08-28
경방필백화점라이츠21호,서울 은평구 갈현동 396-11,서울,은평구,1,403,2010-08-21
훼미리마트(달동초이스점),울산 남구 달동 1309-1,울산,남구,1,403,2010-08-21
훼미리마트(원주명륜점),강원 원주시 명륜동 751,강원,원주시,1,403,2010-08-21
로또공항점,제주 제주시 용담2동 2002여객청사1층,제주,제주시,1,403,2010-08-21
대박복권방,경기 성남시 중원구 금상로57번길 5,경기,성남시,1,402,2010-08-14
옥산행운로또복권방,충북 청원군 옥산면 오산리 196-7,충북,청원군,1,402,2010-08-14
강남25시편의점,경남 거제시 옥포동 550-17,경남,거제시,1,402,2010-08-14
훼미리마트(당산한강점),서울 영등포구 당산동4가 29,서울,영등포구,1,401,2010-08-07
로또복권방,충남 공주시 신관동 22-19,충남,공주시,1,401,2010-08-07
나우리,부산 연제구 연산동 731-7 1층일부,부산,연제구,1,400,2010-07-31
만복당,서울 성동구 행당로 1 신한은행 앞,서울,성동구,1,399,2010-07-24
로또복권판매업,서울 송파구 삼전동 181-6해광빌딩108,서울,송파구,1,399,2010-07-24
고향슈퍼,대구 달서구 이곡동 1000-147,대구,달서구,1,399,2010-07-24
동수원매표소,경기 수원시 팔달구 인계동 953주택은행옆,경기,수원시,1,399,2010-07-24
재운로또복권,경북 포항시 북구 아치로 46 8호 1층,경북,포항시,1,399,2010-07-24
씨네월드매곡점,광주 북구 매곡동 214-56,광주,북구,1,398,2010-07-17
훼미리마트 대전원내동,대전 유성구 원내로 35,대전,유성구,1,398,2010-07-17
LO삼성,강원 원주시 치악로 2335 1층,강원,원주시,1,398,2010-07-17
GS25(관악봉천),서울 관악구 봉천동 876-1,서울,관악구,1,397,2010-07-10
교동로또,울산 중구 우정3길 12,울산,중구,1,395,2010-06-26
Q복권방,경기 부천시 옥산로 152,경기,부천시,1,395,2010-06-26
GS25(원곡로),경기 안산시 단원구 원본로3길 14,경기,안산시,1,395,2010-06-26
